Address,Postal Code,County,Price,NotMP,VATEx
"1 Brecan Place, Chapel Street, Balbriggan",,Dublin,120000,Yes,No
"1 Glenville Way, Coolmine Rd, Dublin 15",Dublin 15,Dublin,480000,No,No
"1 The Green, Scholarstown Wood, Scholarstown Road",Dublin 16,Dublin,572687,No,Yes
"11 Castleland Park Way, Balbriggan, Dublin",,Dublin,275000,No,No
"117 Grange Abbey Crescent, Donaghmede, Dublin 13",Dublin 13,Dublin,270000,No,No
"12 Kenure Gate, Rush",,Dublin,295100,No,Yes
"12 Rialto Cottages, Rialto, Dublin 8",Dublin 8,Dublin,347500,No,No
"14 Glenmurry Park, Manor Estate, Terenure Dublin 12",Dublin 12,Dublin,610000,No,No
"15 Waterside Green, Waterside, Swords Road",,Dublin,237885,No,Yes
"16 Odonovan Rd, South Circular Rd, Dublin 8",Dublin 8,Dublin,400000,No,No
"16 Somerton Way, Newcastle Road, Lucan",,Dublin,440529,No,Yes
"17 Waterside Crescent, Swords Rd, Malahide",,Dublin,485000,No,No
"18 Ballyshannon Ave, Coolock, Dublin 5",Dublin 5,Dublin,255000,No,No
"19 Ely Square, Rathfarnham, Dublin 14",Dublin 14,Dublin,550660,No,Yes
"19 Parkside Gardens, Balgriffin, Dublin 13",Dublin 13,Dublin,251100,No,Yes
"2 Brecan Place, Chapel Street, Balbriggan",,Dublin,120000,Yes,No
"2 Lakelands Ave, Kilmacud Rd Upper, Blackrock",,Dublin,767147,No,No
"2 Turret Rd, Palmerstown, Dublin 20",Dublin 20,Dublin,395000,No,No
"21 The Hill, Woodpark, Ballinteer Dublin 16",Dublin 16,Dublin,472500,No,No
"22 All Hallows Sq, Griffith Ave, Drumcondra Dublin 9",Dublin 9,Dublin,430000,No,No
"22 Esker Dr, Lucan, Dublin",,Dublin,230000,No,No
"23 Somerton Way, Newcastle Road, Lucan",,Dublin,409692,No,Yes
"24 Ferncourt View, Firhouse, Dublin 24",Dublin 24,Dublin,375000,No,No
"25 Finn Eber Sq, Finn Eber Fort, Finglas Dublin 11",Dublin 11,Dublin,205000,No,No
"25 Hazel Grove Court, Tallaght, Dublin",Dublin 24,Dublin,125000,No,No
"25 Rathborne Vale, Rathborne, Ashtown",Dublin 15,Dublin,286344,No,Yes
"25 Springlawn Court, Blanchardstown, Dublin 15",Dublin 15,Dublin,345000,No,No
"26 Clontarf Rd, Clontarf, Dublin 3",Dublin 3,Dublin,740000,No,No
"27 Marrsfield Avenue, Clongriffin",Dublin 13,Dublin,343700,No,Yes
"29 Beechwood Heath, Beechwood Hansfield, Dublin 15",,Dublin,427313,No,Yes
"3 Brecan House, Drogheda Street, Balbriggan",,Dublin,120000,Yes,No
"3 Brecan Place, Chaple St, Balbriggan",,Dublin,120000,Yes,No
"3 Royal Oak Cottage, Coolock Lane, Dublin 17",Dublin 17,Dublin,285000,No,No
"3 Shackleton Wood, Shackleton Park, Lucan",,Dublin,312775,No,Yes
"31 Ashford St, Dublin 7, Dublin",Dublin 7,Dublin,280000,No,No
"31 Inchicore Rd, Dublin 8, Dublin",Dublin 8,Dublin,385000,No,No
"32 Saint Pancras, Mount Tallant Avenue, Terenure",Dublin 6w,Dublin,801762,No,Yes
"34A Rosemount Est, Dundrum, Dublin 14",Dublin 14,Dublin,482000,No,No
"37 Pinewoods, Greenpark, Clondalkin Dublin 22",Dublin 22,Dublin,324000,No,No
"37 The Old Distillery, Beresford Street, Dublin 7",,Dublin,295000,No,No
"39 Shangan Gardens, Ballymun, Dublin 9",Dublin 9,Dublin,185000,No,No
"4 Brecan House, Drogheda Street, Balbriggan Co Dublin",,Dublin,120000,Yes,No
"4 Brecan Place, Chapel Street, Balbriggan",,Dublin,120000,Yes,No
"49 Tymonville Rd, Tallaght, Dublin 24",Dublin 24,Dublin,294000,No,No
"5 Brecan Place, Chapel Street, Balbriggan",,Dublin,120000,Yes,No
"5 Scribes Court, Lusk Village, Dublin",,Dublin,260000,No,No
"5 Woodlawn View, Santry, Dublin 9",Dublin 17,Dublin,385000,No,No
"55 Ardsolus, Old Naas Road, Brownsbarn",,Dublin,295154,No,Yes
"55 Bannow Rd, Cabra, Dublin 7",Dublin 7,Dublin,295000,No,No
"6 Brecan Plce, Chapel Street, Balbriggan",,Dublin,120000,Yes,No
"6 Curragh Hall Rd, Tyrrelstown, Dublin 15",Dublin 15,Dublin,215000,No,No
"6 Dodderbrook Walk, Ballycullen, Dublin 24",Dublin 24,Dublin,350220,No,Yes
"64 Meadowview Grove, Hillcrest, Lucan",,Dublin,305000,No,No
"65 Prospect Hill, Block 1, The Iona Finglas",Dublin 11,Dublin,210000,No,No
"66 Millers Avenue, Millers Glen, Swords",,Dublin,312775,No,Yes
"7 Ashford, Griffith Ave, Glasnevin Dublin 11",Dublin 11,Dublin,196000,No,No
"7 Brecan Place, Chapel Street, Balbriggan",,Dublin,120000,Yes,No
"7 Elderheath Downs, Kiltipper, Dublin 24",,Dublin,264317,No,Yes
"7 The Hibernian, The Gas Works, Barrow Street",Dublin 3,Dublin,350000,No,No
"77 Walsh Rd, Drumcondra, Dublin 9",Dublin 9,Dublin,330000,No,No
"8 Brecan Place, Chapel Street, Balbriggan",,Dublin,120000,Yes,No
"88 Mckee Rd, Finglas, Dublin",Dublin 11,Dublin,200000,No,No
"9 Ballintyre Grove, Block 6, Ballinteer",,Dublin,160000,No,No
"Apt 304 Gracepark Manor, Drumcondra, Dublin 9",,Dublin,357000,No,No
"Apt 35, Manor Hall, Mount Brown Dublin 8",Dublin 8,Dublin,285000,No,No
"Apt 36, Grand Canal Wharf, Ringsend Rd Dublin 4",Dublin 4,Dublin,440000,No,No
"Apt. 1, Brecan House, Drogheda Street",,Dublin,105000,No,No
"Apt. 2, Brecan House, Drogheda Street",,Dublin,120000,Yes,No
"Caragh, Saggart, Dublin",Dublin 24,Dublin,352500,No,No
"Old Dublin Rd, Tallaght, Dublin City",Dublin 15,Dublin,185000,No,No
"1 Brookfield, Mount Merrion Avenue, Blackrock",,Dublin,1350000,No,No
"10 Kilcronan Ave, Clondalkin, Dublin 22",Dublin 22,Dublin,215000,No,No
"10 St. Helen'S Walk, St. Helen'S, Adamstown",,Dublin,306167,No,Yes
"104 Meridian Court, Royal Canal Park, Ratoath Rd Dublin 15",Dublin 7,Dublin,302000,No,No
"11 Boroimhe Aspen, Swords, Dublin",,Dublin,295000,No,No
"111 Buttercup Pk, Darndale, Dublin 17",Dublin 17,Dublin,87500,Yes,No
"12 Elder Heath Downs, Elder Heath, Kiltipper Road",,Dublin,237885,No,Yes
"12 Mount Garrett Close, Tyrrelstown, Dublin 15",Dublin 15,Dublin,233000,No,No
"12 Taylor Hill Green, Naul Road, Balbriggan",,Dublin,348018,No,Yes
"148 Palmerstown Woods, Clondalkin, Dublin 22",Dublin 22,Dublin,279000,No,No
"15 St Peters Terrace, Hampton St, Balbriggan",,Dublin,258000,No,No
"17 Turvey Close, Donabate, Dublin",,Dublin,160000,No,No
"18 Ellesmere Ave, North Circular Rd, Dublin 7",Dublin 7,Dublin,515000,No,No
"18 Whitegable, Swords Road, Malahide",,Dublin,656388,No,Yes
"181 St Columbanus Rd, Milltown, Dublin 14",Dublin 14,Dublin,515000,No,No
"194 Temple Court, Northwood, Santry Dublin 9",Dublin 9,Dublin,247000,No,No
"1B Lanesville Ave, Glenageary, Dunlaoghaire",,Dublin,590000,No,No
"2 Castlekeep, Balrothery, Balbriggan",,Dublin,212500,No,No
"2 Clifflands, Rush, Dublin",,Dublin,515000,No,No
"20 Hollybrook Grove, Clontarf, Dublin 3",Dublin 3,Dublin,575000,No,No
"21 Hazelwood Ave, Hartstown, Clonsilla Dublin 15",Dublin 15,Dublin,275000,No,No
"21 Synge St, Portobello Dublin 8, Dublin",Dublin 8,Dublin,1055000,No,No
"22 Belltree Place, Clongriffin",Dublin 13,Dublin,330023,No,Yes
"22 Creston Avenue, St. Margaret'S Road, Finglas",Dublin 11,Dublin,276786,No,Yes
"22 Dun Emer View, Lusk, Co Dublin",,Dublin,350000,No,No
"22 Grange View Way, Clondalkin, Dublin 22",Dublin 22,Dublin,275000,No,No
"23 Creston Avenue, St. Margaret'S Road, Finglas",Dublin 11,Dublin,268279,No,Yes
"23 Lambay View, Skerries Rd, Rush",,Dublin,345000,No,No
"23 Lansdowne Valley Park, Drimnagh, Dublin 12",Dublin 15,Dublin,350000,No,No
"24 Creston Avenue, St. Margaret'S Road, Finglas",Dublin 11,Dublin,186075,No,Yes
"24 Juliet Sq, St Edmunds, Palmerstown Dublin 20",Dublin 20,Dublin,286000,No,No
"24 Orchardstown Park, Rathfarnham, Dublin 14",Dublin 14,Dublin,550000,No,No
"25 Clogher Rd, Crumlin, Dublin 12",Dublin 12,Dublin,338000,No,No
"26 Belgree Boulevard, Tyrellstown, Dublin 15",,Dublin,272000,No,No
"26 Rathborne Vale, Ashtown",,Dublin,286344,No,Yes
"27 Riverside, Clondalkin, Dublin 22",Dublin 22,Dublin,199950,No,No
"275 Kildare Rd, Crumlin, Dublin 12",Dublin 12,Dublin,287000,No,No
"29 Woodside Dr, Castle Park, Rathfarnham Dublin 14",Dublin 14,Dublin,1400000,No,No
"2D Rathborne Way, Ashtown, Dublin 15",Dublin 15,Dublin,290000,No,No
"3 Catherine'S Close, Carman'S Hall, Francis Street",,Dublin,272000,No,No
"3 Morehampton Terrace, Donnybrook, Dublin 4",Dublin 4,Dublin,750000,No,No
"32 Arklow Street, Stoneybatter, Dublin 7",,Dublin,325000,No,No
"34 The Court, Larchill, Oscair Traynor Rd",Dublin 17,Dublin,230000,Yes,No
"35 Hollybrook Rd, Clontarf, Dublin 3",Dublin 3,Dublin,1050000,No,No
"35 Millstead, Blanchardstown, Dublin 15",Dublin 15,Dublin,345500,No,No
"36 Beechdale Rd, Ballycullen, Firhouse Dublin 24",Dublin 24,Dublin,375000,No,No
"4 Bigger Rd, Walkinstown, Dublin 12",Dublin 12,Dublin,380000,No,No
"4 Brookwood Glen, Killester, Dublin 5",Dublin 5,Dublin,580000,No,No
"4 Lanesville Grove, Monsktown, County Dublin",,Dublin,524229,No,Yes
"4 Warrenstown Row, Blanchardstown, Dublin 15",Dublin 15,Dublin,250000,No,No
"40 Palmer Park, Ballyboden, Dublin 16",Dublin 16,Dublin,340000,No,No
"42 Arran Ave Loughlinstown, Loughlinstown, Dublin",Dublin 18,Dublin,315000,No,No
"45 Anner Rd, Inchicore, Dublin 8",Dublin 8,Dublin,398000,No,No
"46 Brackenwood Ave, Flemington, Balbriggan",,Dublin,170000,No,No
"48 Olcovar, Dublin Rd, Shankill Dublin 18",Dublin 18,Dublin,320000,No,No
"5 Gazelle Lane, Tyrrelstown, Dublin 15",Dublin 15,Dublin,250000,No,No
"5 Millbrook Dr, Donaghmede, Dublin 13",Dublin 13,Dublin,290000,No,No
"5 St Helen'S Downs, St Helen'S, Adamstown",,Dublin,255506,No,Yes
"50 Lanesborough Mews, St Margarets Rd, Finglas Dublin 11",Dublin 11,Dublin,245000,No,No
"51 Adamstown Ave, Adamstown, Dublin",,Dublin,270000,No,No
"51 Olcovar, Dublin Rd, Shankill",Dublin 18,Dublin,390000,No,No
"52 Creston Avenue, St. Margaret'S Road, Finglas",Dublin 11,Dublin,194885,No,Yes
"52 Millers Avenue, Millers Glen, Swords",,Dublin,360000,No,Yes
"53 Creston Avenue, St. Margaret'S Road, Finglas",Dublin 11,Dublin,268279,No,Yes
"54 Creston Avenue, St. Margaret'S Road, Finglas",Dublin 11,Dublin,276786,No,Yes
"55 Creston Avenue, St. Margaret'S Road, Finglas",Dublin 11,Dublin,238232,No,Yes
"56 Creston Avenue, St. Margaret'S Road, Finglas",Dublin 11,Dublin,238232,No,Yes
"57 Creston Avenue, St. Margaret'S Road, Finglas",Dublin 11,Dublin,238232,No,Yes
"58 Creston Avenue, St. Margaret'S Road, Finglas",Dublin 11,Dublin,238232,No,Yes
"59 Creston Avenue, St. Margaret'S Road, Finglas",Dublin 11,Dublin,238232,No,Yes
"6 Elder Heath Downs, Elder Heath, Kiltipper Road",,Dublin,233550,No,Yes
"6 Mount Pleasant Parade, Ranelagh, Dublin 6",Dublin 6,Dublin,800000,No,No
"60 Creston Avenue, St. Margaret'S Road, Finglas",Dublin 11,Dublin,238232,No,Yes
"61 Creston Avenue, St. Margaret'S Road, Finglas",Dublin 11,Dublin,216205,No,Yes
"62 Creston Avenue, St. Margaret'S Road, Finglas",Dublin 11,Dublin,216205,No,Yes
"63 Creston Avenue, St. Margaret'S Road, Finglas",Dublin 11,Dublin,216205,No,Yes
"63 Innismore, Crumlin, Dublin 12",Dublin 12,Dublin,355000,No,No
"63 Kilbarron Avenue, Coolock, Dublin 5",Dublin 5,Dublin,213582,No,No
"64 Creston Avenue, St. Margaret'S Road, Finglas",Dublin 11,Dublin,216205,No,Yes
"64 The Malthouse, Marrowbone Lane, Dublin 8",Dublin 8,Dublin,240537,No,No
"65 Creston Avenue, St. Margaret'S Road, Finglas",Dublin 11,Dublin,255757,No,Yes
"66 Creston Avenue, St. Margaret'S Road, Finglas",,Dublin,255757,No,Yes
"7 Rehoboth Place, South Circular Rd, Dublin 8",Dublin 8,Dublin,410000,No,No
"78 Ashfield Rise, Balbriggan, Dublin",,Dublin,190000,No,No
"8 Eaton Hall, Terenure, Dublin 6W",,Dublin,366000,No,No
"8 St. Helen'S Downs, St. Helen'S, Adamstown",,Dublin,259912,No,Yes
"83 St Davids Park, Artane, Dublin 5",Dublin 5,Dublin,225000,Yes,No
"9 The View, Citywest Village, Citywest",,Dublin,295154,No,Yes
"91 Glaslyn, Howth Rd, Dublin",Dublin 3,Dublin,350000,No,No
"Apartment Overhead, 95 Cabra Road, Cabra",Dublin 7,Dublin,100000,No,No
"Apt 12 Newlands Court, Artane, Dublin 5",Dublin 5,Dublin,230510,No,No
"Apt 14, Castle Gate, Lord Edward St Dublin 2",Dublin 2,Dublin,280000,No,No
"Apt 15, The Laurels, Harbour Rd",,Dublin,153000,No,No
"Apt 4 Eleven Arches Georges Hill, Balbriggan, Dublin",,Dublin,170000,No,No
"Apt 81, The Poplar, Trimbleston Dublin 14",Dublin 14,Dublin,490000,No,No
"Diswellstown House, Diswellstown, Castleknock",Dublin 15,Dublin,1526000,No,No
"Fassagh, Hamlet Close, Balbriggan",,Dublin,465000,No,No
"Flat 1, 6 Summer Street North, Dublin 1",Dublin 1,Dublin,500000,No,No
"132 Kilmainham Sq, Inchicore Rd, Dublin 8",Dublin 8,Dublin,370000,No,No
"6 Glencarrig Court, Firhouse, Dublin 24",Dublin 24,Dublin,280000,No,No
"1 The Mill Race, Martins Row, Chapelizod Dublin 20",Dublin 20,Dublin,197500,No,No
"10 Richmond Place, Ranelagh, Dublin 6",Dublin 6,Dublin,775000,No,No
"105 Merrion Park, Blackrock, Dublin",,Dublin,635000,No,No
"11 Calderwood Ave, Drumcondra, Dublin 9",Dublin 9,Dublin,655000,No,No
"11 Collins Park, Collins Ave, Dublin 9",Dublin 9,Dublin,395750,No,No
"12 Whitethorn Crescent, Artane, Dublin 5",Dublin 5,Dublin,441000,No,No
"13 Rathborne Square, Rathborne, Ashtown",Dublin 15,Dublin,308370,No,Yes
"137 Carrigmore Crescent, Saggart, Dublin",Dublin 24,Dublin,203000,No,No
"15 Rathborne Square, Rathborne, Ashtown",Dublin 15,Dublin,290749,No,Yes
"15 Willow Glen, Glenamuck Road, Carrickmines",Dublin 18,Dublin,325990,No,Yes
"15 Wooden Buildings, Eschange St Upper, Dublin 8",Dublin 8,Dublin,310000,No,No
"16 Hampton Wood Drive, Finglas, Dublin 11",Dublin 11,Dublin,230000,No,No
"17 Cedarview, Northwod, Santry Demesne",Dublin 9,Dublin,488986,No,Yes
"17 Seskin View Ave, Tallaght, Dublin 24",Dublin 24,Dublin,361000,No,No
"19 Charnwood Lawns, Clonsilla, Dublin 15",Dublin 15,Dublin,416000,No,No
"19 Lavarna Grove, Terenure, Dublin 6W",,Dublin,770000,No,No
"19 The Grange, Kill Lane, Deans Grange",,Dublin,520000,No,Yes
"2 Ellensborough Park, Kiltipper Rd, Tallaght Dublin 24",Dublin 24,Dublin,385000,No,No
"203 Casement Rd Lower, Finglas, Dublin 11",Dublin 11,Dublin,288000,No,No
"21 Haddon Road, Clontarf",,Dublin,1250000,No,No
"21 Pelletstown Avenue, Royal Canal Park, Ratoath Road",,Dublin,400881,No,Yes
"22 Kilbarrack Ave, Raheny, Dublin 5",Dublin 5,Dublin,550000,No,No
"23 Broadfield Dr, Broadfield Manor, Rathcoole",Dublin 24,Dublin,15000,No,No
"235 Charlotte Quay Dock, Ringsend, Dublin 4",Dublin 4,Dublin,300000,No,No
"24 Foxborough Way, Lucan, Dublin",,Dublin,275000,No,No
"26 Whitethorn Walk, Lusk, Dublin",,Dublin,338000,No,No
"27A Cedarwood Rd, Glasnevin, Dublin 11",Dublin 11,Dublin,615000,No,No
"31 Beresford House Custom House Sq, Dublin 1",Dublin 1,Dublin,342000,No,No
"34 Old Connaught House, Ferndale Road, Rathmichael",Dublin 18,Dublin,342000,No,No
"38 Smyths Gardens, York Rd Dun Laoghaire, Dublin",,Dublin,414000,No,No
"46 St. Helens Avenue, St. Helen'S  Adamstown, Lucan",,Dublin,259911,No,Yes
"58 The Academy, Park West Pointe, Park West Dublin 12",Dublin 12,Dublin,215000,No,No
"6 Montpellier View, Jobstown, Tallaght Dublin 24",Dublin 24,Dublin,240000,No,No
"60 Clancy Ave, Finglas, Dublin 11",Dublin 11,Dublin,360000,No,No
"68 Upper Rathmines Rd F1, Rathmines, Dublin 6",Dublin 6,Dublin,2175000,No,No
"8 Limelawn Rise, Clonsilla, Dublin 15",Dublin 15,Dublin,375000,No,No
"9 Castleland Park Close, Balbriggan, County Dublin",,Dublin,246696,No,Yes
"9 Temple Bar, Sq, Dublin 2",Dublin 15,Dublin,240000,No,No
"95 Castlefield Woods, Clonsilla, Dublin 15",Dublin 15,Dublin,360000,No,No
"Apartment 59 Eustace Court, Cualanor Upper Glenageary Road, Dun Laoghaire",,Dublin,471364,No,Yes
"Apt 22 Mayeston Square, Mayeston Hall, St Margarets Rd",Dublin 11,Dublin,159950,No,No
"Apt 66, Finnegan House, Viking Harbour",,Dublin,205000,No,No
"138 Drumcondra Rd Upper, Drumcondra, Dublin 9",Dublin 9,Dublin,1195000,No,No
"138 Ivy Exchange, Parnell St, Dublin 1",Dublin 1,Dublin,238000,No,No
"146 Viking Harbour Apts, Ushers Island, Dublin",Dublin 8,Dublin,207000,No,No
"15 Kingston Ave, Ballinteer Rd, Ballinteer Dublin 16",Dublin 16,Dublin,440000,No,No
"185 The Maltings, Bonham St, Dublin",Dublin 8,Dublin,207000,No,No
"19 Somerton Way, Newcastle Road, Lucan",,Dublin,383260,No,Yes
"19 Woodview Park, Castleknock, Dublin 15",Dublin 15,Dublin,420000,No,No
"2 Desmond Cottages, Ardbrugh Road, Dalkey",,Dublin,620000,No,No
"2 Elder Heath Terrace, Elder Heath, Kiltipper Road",Dublin 24,Dublin,259912,No,Yes
"2 Portobello Dock, Portobello Harbour, Dublin 8",Dublin 8,Dublin,260000,No,No
"27 Mulberry Park, Dublin 15",Dublin 15,Dublin,455000,No,No
"274 Castleforbes Sq, Dublin 1, Dublin",Dublin 1,Dublin,175000,No,No
"28 Dollymount Ave, Clontarf, Dublin 3",Dublin 3,Dublin,975000,No,No
"28 St Brendans Park, Coolock, Dublin",Dublin 5,Dublin,425000,No,No
"29 Marrsfield Avenue, Belltree, Clongriffin",,Dublin,352050,No,Yes
"3 Summerhill Court, Dun Laoghaire, Dublin",,Dublin,440000,No,No
"31 Parkside Gardens, Parkside, Balgriffin",,Dublin,251101,No,Yes
"35 Bayview Dr, Killiney, Dublin",,Dublin,425000,No,No
"35 Bishopmede, Clanbrassil Street, Dublin 8",,Dublin,55000,No,No
"35 Rathborne Walk, Ashtown, Dublin 15",Dublin 15,Dublin,299556,No,Yes
"363 Marina Village, Malahide, Dublin",Dublin 3,Dublin,365000,No,No
"55 Drynam Avenue, Kettle Lane, Kinsealy",,Dublin,268722,No,Yes
"6 Kilclare Drive, Jobstown, Dublin 24",,Dublin,186000,No,No
"60 Granite Field Manor, Rochestown Ave, Dublin",,Dublin,280000,No,No
"60 Kilwarden Court, Clondalkin, Dublin 22",Dublin 22,Dublin,190000,No,No
"62, Saint Berachs Place, Kilbarrack Dublin 5",Dublin 5,Dublin,79600,No,No
"63 Collegefort, Castleknock, Dublin",Dublin 15,Dublin,240000,No,No
"75 The Gallery, Turvey Walk, Donabate",,Dublin,240000,No,No
"79 The Dale, Belgard Heights, Tallaght Dublin 24",Dublin 24,Dublin,327000,No,No
"84 Thornfield Sq, Watery Lane, Clondalkin",Dublin 22,Dublin,225000,No,No
"9 Eagle Park, Artane, Dublin 5",Dublin 5,Dublin,392000,No,No
"Apt 20 Clonliffe Square, Distillery Road, Drumcondra",Dublin 3,Dublin,260000,No,No
"The Cottage 3 Common East, Drynam Road, Swords",,Dublin,420000,Yes,No
"Villa Maria, 1 Carysford Dr, Dalkey",,Dublin,800000,No,No
"Willowlodge, Brennanstown Rd, Carrickmines Dublin 18",Dublin 18,Dublin,1080000,No,No
"1 Roseglen Terrace, Raheny, Dublin 5",Dublin 5,Dublin,270000,No,No
"10 Bass Place, Dublin 2",,Dublin,190000,No,No
"11 Niall St, North Circular Rd, Dublin 7",Dublin 7,Dublin,375000,No,No
"11 Rathborne Square, Rathborne, Ashtown",Dublin 15,Dublin,295154,No,Yes
"115 College View, Silloge Rd, Ballymun Dublin 11",Dublin 11,Dublin,181050,No,No
"12 Priory Street, Clongriffen, Dublin 13",Dublin 13,Dublin,312000,No,No
"13 Woodford Villas, Clondalkin, Dublin 22",Dublin 22,Dublin,270000,No,No
"134 Stapolin Lawns, Baldoyle, Dublin 13",Dublin 13,Dublin,385000,No,No
"14 Grace Park Row, Grace Park Wood, Drumcondra",Dublin 9,Dublin,590308,No,Yes
"14 Rathborne Square, Ashtown, Dublin 15",Dublin 15,Dublin,290749,No,Yes
"14 Willow Glen, Carrickines, Dublin 18",Dublin 18,Dublin,528634,No,Yes
"15 Braemor Ave, Churchtown, Dublin 14",Dublin 14,Dublin,780000,No,No
"15 Tullyhall Crescent, Lucan, Dublin",,Dublin,273000,No,No
"16 Hunters Hill, Hunterswood, Ballycullen",,Dublin,360000,No,No
"16 Rathborne Square, Rathborne, Ashtown",Dublin 15,Dublin,295154,No,Yes
"17 Alexandra Place, East Rd, Dublin 3",Dublin 3,Dublin,350000,No,No
"17 Pinewood Dr, Glasnevin, Dublin 11",Dublin 11,Dublin,388000,No,No
"170 Whitethorn Gardens, Palmerstown, Dublin 22",Dublin 22,Dublin,310000,No,No
"18 Cabinteely Crescent, Cabinteely, Dublin",,Dublin,13510,Yes,No
"18 Cloonlara Sq, Phoenix Park Ave, Phoenix Park Racecourse Dublin 15",Dublin 15,Dublin,370000,No,No
"18 Elder Heath Terrace, Kiltipper Road, Dublin 24",,Dublin,272500,No,Yes
"19 Pearse Square, Dublin 2",Dublin 2,Dublin,995000,No,No
"2 Hamilton Rise, Royal Canal Park, Ratoath Road",Dublin 15,Dublin,334802,No,Yes
"21 Warrenstown Close, Blanchardstown, Dublin",Dublin 15,Dublin,270000,No,No
"23  Heathfield View, Cappagh Road, Finglas",Dublin 11,Dublin,250661,No,Yes
"23 Castleknock Cross, Castleknock, Dublin 15",Dublin 15,Dublin,696035,No,Yes
"230 Cooley Rd, Drimnagh, Dublin 12",Dublin 12,Dublin,240000,No,No
"24 The Court, Seatown Road, Swords",,Dublin,310000,No,No
"26 Botanic Hall, Addison Park, Glasnevin Dublin 11",Dublin 11,Dublin,247000,Yes,No
"27 Ardcollum Ave, Artane, Dublin 5",Dublin 5,Dublin,370000,No,No
"27 Carrigmore Lawns, Saggart, Dublin",Dublin 24,Dublin,215000,No,No
"27 Mc Avley Rd, Artane, Dublin 5",Dublin 5,Dublin,287500,No,No
"3 St. Helen'S Walk, St. Helen'S, Adamstown",,Dublin,259912,No,Yes
"33 Eaglewood, Rochestown Ave, Dun Laoghaire",,Dublin,300000,No,No
"34 Clareville Rd, Harolds Cross, Dublin 6W",,Dublin,601000,No,No
"34 Glenbeigh Rd, Off Old Cabra Rd, Dublin 7",Dublin 7,Dublin,350000,Yes,No
"39 Hazelbrook, Kinsealy Lane, Malahide",,Dublin,801762,No,Yes
"40 Ballyneety Road, Ballyfermot, Dublin 10",Dublin 10,Dublin,225000,No,No
"49 Greeg Court, Parnell St, Dublin 1",Dublin 1,Dublin,245000,No,No
"49 Hampton Wood Rd, Finglas, Dublin 11",Dublin 11,Dublin,207000,No,No
"5 Belville Court, Johnstown Rd, Dun Laoghaire",,Dublin,267500,No,No
"50 Burnell Sq, Northern Cross, Malahide Rd Dublin 17",Dublin 17,Dublin,228250,No,No
"56 Ardlea Rd, Artane, Dublin",Dublin 5,Dublin,326000,No,No
"62 Rochfort Park, Lucan, Dublin",,Dublin,275000,No,No
"69 The Paddock, Ashtown Gate, Phoenix Park",Dublin 7,Dublin,375000,No,No
"7 Lower Prince Edward Terrace, Blackrock, Dublin",,Dublin,1450000,No,No
"7 The View, Citywest Village, Citywest",Dublin 24,Dublin,301762,No,Yes
"73 Corn Mill, Distillery Rd, Dublin 3",Dublin 3,Dublin,380000,No,No
"73 Drynam Avenue, Muileann, Kettles Lane",,Dublin,268710,No,Yes
"77 Horizon, Royal Canal Park, Ratoath Rd Dublin 15",Dublin 7,Dublin,275000,No,No
"9 Bass Place, Dublin 2",,Dublin,190000,No,No
"90 Westland Sq, Sandwith St, Dublin 2",Dublin 2,Dublin,270000,No,No
"Apartment 1 Park House, Baldoyle",Dublin 13,Dublin,480000,No,Yes
"Apt 1 Villa Nova, Rathmines, Dublin 6",,Dublin,400000,No,No
"Apt 11 Kilmainham Square, Inchicore Road, Kilmainham",,Dublin,370044,No,No
"Apt 11, Northumberland Court, Haddington Rd Dublin 4",Dublin 4,Dublin,525000,No,No
"Apt 14 Hawthorn House, Carrickmines Green, Glenamuck Road",Dublin 18,Dublin,299559,No,Yes
"Apt 16 The Old Distillery, Beresford Street, Dublin 7",,Dublin,290000,No,No
"Apt 237, The Hardwicke, Church St Dublin 7",Dublin 7,Dublin,252000,No,No
"Apt 74, 20 Christchurch Place, Christchurch Dublin 2",Dublin 8,Dublin,246000,No,No
"Apt. 60 Eustace Court, Cualanor, Upper Glenageary Road",,Dublin,486725,No,Yes
"'Overend View', 1 Upper Killmacud Road, Dundrum",,Dublin,800000,No,No
"10 Kingsland, Beaverstown Road, Donabate",,Dublin,409691,No,Yes
"106 The Gallery, Turvey Walk, Turvey Ave",,Dublin,245000,No,No
"11 The Grannary, Longs Place, Dublin 8",Dublin 8,Dublin,268000,No,No
"120 Ennafort Rd, Raheny, Dublin 5",Dublin 5,Dublin,445000,No,No
"120 Lansdowne Park, Ballsbridge, Dublin 4",Dublin 4,Dublin,640000,No,No
"123 Clonkeen Rd, Deansgrange, Dublin",,Dublin,685000,No,No
"125 Downpatrick Rd, Crumlin, Dublin 12",Dublin 12,Dublin,297500,No,No
"14 Kiltipper Gate, Kiltipper Dublin 24, Dublin",Dublin 24,Dublin,197000,No,No
"15 Whatley Place, Stillorgan, Dublin",,Dublin,655000,No,No
"16 Ardsolus, Old Naas Road, Brownsbarn",,Dublin,286344,No,Yes
"17 Charles St West, Dublin 7, Dublin",Dublin 7,Dublin,322500,No,No
"180 Rathborne Court, Earlswood, Ashtown",Dublin 15,Dublin,468500,No,No
"189 Bracken Hill, Blackglen Rd, Sandyford Dublin 16",Dublin 18,Dublin,345000,No,No
"19 Burford Drive, Honeypark, Dun Laoghaire",,Dublin,775000,No,No
"2 The View, Citywest Village, Citywest",Dublin 24,Dublin,286344,No,Yes
