Address,Postal Code,County,Price,NotMP,VATEx
"5 The Ropery, South Lotts Road, Dublin4",Dublin 4,Dublin,643173,No,Yes
"59 Kippure Park, Finglas, Dublin 11",Dublin 11,Dublin,190000,No,No
"6 Castlegate Heath, Adamstown, Lucan",,Dublin,242000,No,No
"6 Greygates Hall, Roebuck, Mount Merrion",,Dublin,533039,No,Yes
"6 Rathborne Walk, Royal Canal Park, Ratoath Road",Dublin 15,Dublin,395000,No,Yes
"6 Tivoli Terrace East, Dun Laoghaire, Dublin",,Dublin,1650000,No,No
"60 Brookvale Downs, Rathfarnham, Dublin 14",Dublin 14,Dublin,575000,No,No
"7 Fernleigh Place, Carpenterstown Rd, Castleknock Dublin 15",Dublin 15,Dublin,340000,No,No
"7 Linenhall Terrace, Coleraine St, Smithfield",Dublin 7,Dublin,50000,Yes,No
"7 Penrose St, Ringsend, Dublin 4",Dublin 4,Dublin,544000,No,No
"70 Grand Canal Wharf, Ringsend Rd, Dublin 4",Dublin 4,Dublin,231250,Yes,No
"71 Ring St, Inchicore, Dublin 8",Dublin 8,Dublin,280000,No,No
"79 Summerhill, Dublin 1, Dublin",Dublin 1,Dublin,270000,No,No
"9 Ranelagh Rd, Dublin 6, Dublin",Dublin 6,Dublin,705000,No,No
"91 Ballygossan Pk, Golf Links Road, Skerries",,Dublin,307326,No,Yes
"92 Sutton Park, Dublin 13, Dublin",Dublin 13,Dublin,400000,Yes,No
"Apartment 1, 30 North Brunswick Street, Lower Grangegorman",Dublin 7,Dublin,600000,No,No
"Apt 101, Cubes 1, Beacon South Quarter Dublin 18",Dublin 18,Dublin,329000,No,No
"Apt 14 Block D The Atrium, The Steelworks, Foley Street",Dublin 1,Dublin,120000,No,No
"No 7  Parkside Gardens, Parkside, Balgriffin",Dublin 13,Dublin,400881,No,Yes
"Rockville, Ballybrack Rd, Glencullen",Dublin 18,Dublin,850000,No,No
"The Cottage, Balgriffin, Dublin 17",Dublin 17,Dublin,1000000,No,No
"1 Phoenix View, Jamess St, Dublin",Dublin 8,Dublin,180000,No,No
"10 Rathborne Walk, Royal Canal Park, Ashtown",Dublin 15,Dublin,348018,No,Yes
"10 Shackleton Gate, Shackleton Park, Lucan",,Dublin,303964,No,Yes
"12 Shackleton Wood, Shackleton Park, Lucan",,Dublin,334801,No,Yes
"126 Lioscian, Mooretown, Swords",,Dublin,280000,No,No
"128 Landscape Park, Churchtown, Dublin 14",Dublin 14,Dublin,588300,Yes,No
"129 Mellowes Park, Finglas West Dublin 11, Dublin",Dublin 11,Dublin,195000,No,No
"141 Woodbine Park, Raheny, Dublin 5",Dublin 5,Dublin,380000,No,No
"15 Bawnville Ave, Tallaght, Dublin 24",Dublin 24,Dublin,315000,No,No
"16 Somerton Lawns, Newcastle Road, Lucan",,Dublin,317181,No,Yes
"174 Charlemont, Griffith Avenue, Dublin 9",Dublin 9,Dublin,300000,No,No
"19 Adamstown Park, Adamstown Square, Adamstown",,Dublin,334802,No,Yes
"2 Belltree Lane, Belltree, Clongriffin",Dublin 13,Dublin,330396,No,Yes
"2 Raphoe Rd, Crumlin, Dublin 12",Dublin 12,Dublin,392500,No,No
"22 Cedarview, Northwood, Santry Demense",Dublin 9,Dublin,418502,No,Yes
"22 Templeville Park, Templeogue, Dublin 6W",Dublin 6w,Dublin,682819,No,Yes
"224 Cooley Rd Drimnagh, Dublin 12, Dublin",Dublin 12,Dublin,279000,No,No
"23 Leeson Street Upper, Dublin 4",Dublin 4,Dublin,1625000,No,No
"234 Cherries Road Wedgewood, Sandyford Dublin 16",,Dublin,215000,Yes,No
"24  The Avenue, Robswall, Malahide",,Dublin,590308,No,Yes
"29 Christchurch Hall, High St, Dublin 8",Dublin 8,Dublin,285000,No,No
"295 Kilbarrack Rd, Raheny, Dublin 5",Dublin 5,Dublin,168750,Yes,No
"29A Mcauley Drive, Artane, Dublin 5",Dublin 5,Dublin,87500,Yes,Yes
"3 Glebe Hall, Kill Ave, Dun Laoghaire",,Dublin,280000,No,No
"31 Ravenswood Crescent, Clonsilla, Dublin 15",Dublin 15,Dublin,305000,No,No
"33 Dollymount Grove, Clontarf, Dublin 3",Dublin 3,Dublin,745000,No,No
"33 Rathbourne Ave, Dublin 15, Dublin",Dublin 15,Dublin,299000,No,No
"33 Somerton Green, Newcastle Road, Lucan",Dublin 20,Dublin,449339,No,Yes
"342A North Circular Rd, Phibsborough, Dublin 7",Dublin 7,Dublin,350000,No,No
"42 Plunkett Green, Finglas West, Dublin 11",Dublin 11,Dublin,220000,No,No
"43 Corr Castle, Sutton, Dublin 13",Dublin 13,Dublin,175000,Yes,No
"5 Larkfield Dale, Clay Farm, Leopardstown",Dublin 18,Dublin,440528,No,Yes
"5 Parkside Gardens, Parkside, Balgriffin",Dublin 13,Dublin,400881,No,Yes
"5 Rafters Rd, Dublin 12, Dublin",Dublin 12,Dublin,360000,No,No
"51 Clanbrassil St Upper, South Circular Rd, Dublin 8",Dublin 8,Dublin,650000,No,No
"54A Leinster Ave, Fairview, Dublin 3",Dublin 3,Dublin,385000,No,No
"6 Shancastle Lawns, Clondalkin, Dublin 22",Dublin 22,Dublin,195000,No,No
"6 Somerton Lawns, Newcastle Road, Lucan",,Dublin,308370,No,Yes
"6 The Nurseries, Mulhuddart, Dublin 15",Dublin 15,Dublin,210000,No,No
"6 Willbrook House, Northbrook Avenue, Ranelagh",Dublin 6,Dublin,255000,No,No
"69A Lymewood Mews, Santry Demense, Northwood",,Dublin,275000,No,No
"8 Phoenix View, Jamess St, Dublin",Dublin 8,Dublin,175000,No,No
"81 Carndonagh Dr, Donaghmede, Dublin 13",Dublin 13,Dublin,260000,No,No
"9 Ayrfield Place, Ayrfield, Dublin 13",,Dublin,275000,Yes,No
"9 Fr Matthew Square, Smithfield, Dublin 7",Dublin 7,Dublin,337500,No,No
"9 Larkfield Dale, Clay Farm, Leopardstown",Dublin 18,Dublin,440528,No,Yes
"9 Pudding Row, Templebar, Dublin 8",Dublin 8,Dublin,420000,No,No
"9 Woodside Dr, Castle Park, Rathfarnham Dublin 14",Dublin 14,Dublin,1150000,No,No
"95 Blarney Park, Kimmage, Dublin 12",Dublin 12,Dublin,385000,No,No
"98 Abbotstown Ave, Finglas, Dublin 11",Dublin 11,Dublin,170000,No,No
"Belrobin, 46 Newtown Park Avenue, Blackrock Co. Dublin",,Dublin,1850000,No,No
"Block A Apt 6, Isoldes Tower, Lower Exchange St",Dublin 8,Dublin,335000,No,No
"No.2 Rathborne Walk, Royal Canal Park, Ratoath Road",,Dublin,374449,No,Yes
"Roslyn, Claremont Rd, Howth Dublin 13",Dublin 13,Dublin,100000,No,No
"Roslyn, Claremont Rd, Howth Dublin 13",Dublin 13,Dublin,1910000,No,No
"The Chatterbox, 1A Cornelscourt Hill, Foxrock Dublin 18",Dublin 18,Dublin,830000,No,No
"100 Boroimhe Beech, Boroimhe, Swords",,Dublin,351000,No,No
"123 Cruise Park Dr, Tyrrelstown, Dublin 15",Dublin 15,Dublin,180000,No,No
"13 Kenure Gate, Park Road, Rush",,Dublin,352422,No,Yes
"14 Hollywoodrath Way, Hollystown, Dublin 15",,Dublin,310573,No,Yes
"15 Templeogue Lodge, Templeogue, Dublin 6W",,Dublin,487500,No,No
"16 Elmfield Dr, Clare Hall, Dublin 13",Dublin 13,Dublin,395000,No,No
"17 Bank House, Cornmarket, Dublin 8",Dublin 8,Dublin,277000,No,No
"17 Moylaragh Park, Balbriggan, Dublin",,Dublin,190000,No,No
"174 Clifden Court, Ellis Quay, Dublin 7",,Dublin,205000,No,No
"19 Dodderbrook Walk, Ballycullen",Dublin 24,Dublin,341675,No,Yes
"2 Hawthorn Ave, East Wall, Dublin City",Dublin 3,Dublin,242000,No,No
"24 Beaupark Mews, Dublin 13, Dublin",Dublin 13,Dublin,349000,No,No
"24 Glenart Avenue, Blackrock",,Dublin,1894273,No,Yes
"25 Inglenook Wood, Glenamuck Road, Carrickmines",Dublin 18,Dublin,445475,No,Yes
"26 Stratton Drive, Adamstown Square, Adamstown",,Dublin,361233,No,Yes
"28 Cedarbrook Walk, Ballyfermot, Dublin 10",Dublin 10,Dublin,155000,No,No
"28 Plas Cranfield, Dumhach Thra, Dublin 4",Dublin 4,Dublin,682000,No,No
"3 Charleville Ave, Dublin 3",Dublin 3,Dublin,400000,No,No
"3 Rathmill Park, Rathmill Manor, Rathcoole",,Dublin,405000,No,Yes
"30 Annamoe Terrace, Cabra, Dublin",Dublin 7,Dublin,283500,No,No
"31 Abbeylands, Lusk Village, Lusk",,Dublin,247000,No,No
"33 Valentia Rd, Drumcondra, Dublin 9",Dublin 9,Dublin,895000,No,No
"36 Albany Rd, Ranelagh, Dublin 6",Dublin 6,Dublin,1300000,No,No
"37 Fort Ostman, Old County Rd, Crumlin Dublin 12",Dublin 12,Dublin,224000,No,No
"4 Leopardstown Rise, Leopardstown, Dublin 18",Dublin 18,Dublin,900000,No,No
"4 O'Donnell Gardens, Glastule, County Dublin",,Dublin,530000,No,No
"4 Rathborne Walk, Royal Canal Park, Ratoath Rd Ashtown",Dublin 15,Dublin,356828,No,Yes
"50 Carlingford Rd, Drumcondra, Dublin 9",Dublin 9,Dublin,150000,No,No
"50 Dollymount Avenue, Clontarf, Dublin 3",Dublin 3,Dublin,225000,No,No
"52 Drumfinn Rd Ballyfermot, Dublin 10, Dublin",Dublin 10,Dublin,225000,No,No
"57 Carrigmore Lawns, Saggart, Dublin",Dublin 24,Dublin,256000,No,No
"61 Balally Ave, Dundrum, Dublin 14",Dublin 16,Dublin,530000,No,No
"64 Clanmaurice Rd, Donnycarney, Dublin",Dublin 5,Dublin,385000,Yes,No
"66 Ardilea Crescent, Heidleberg, Ardilea",Dublin 14,Dublin,488725,No,Yes
"67 Garnish Sq, Waterville, Blanchardstown Dublin 15",Dublin 15,Dublin,235000,No,No
"75 Foxhill Ave, Baldoyle, Dublin 13",Dublin 13,Dublin,170000,Yes,No
"76 Block C, Smithfield, Dublin 7",Dublin 7,Dublin,390000,No,No
"77 Block C, Smithfield, Dublin 7",Dublin 7,Dublin,380000,No,No
"81 Block B, Smithfield, Dublin 7",Dublin 7,Dublin,400000,No,No
"81 Pembroke Sq, Grand Canal Dock, Dublin 4",Dublin 4,Dublin,400000,No,No
"83 Cedar Sq, Forest Rd, Swords",,Dublin,242500,No,No
"9 Coolmine Blvd, Blanchardstown, Dublin 15",Dublin 15,Dublin,415000,No,No
"9 Taylor Hill Green, Balbriggan, Co. Dublin",,Dublin,246696,No,Yes
"93 Block B, Smithfield Market, Smithfield Dublin 7",Dublin 7,Dublin,400000,No,No
"94 Smithfield Village, Dublin 7, Dublin",Dublin 7,Dublin,180000,No,No
"White Lodge, 9 Eglington Park, Dun Laoghaire",,Dublin,1300000,No,No
"1 Glebe Court, Deansgrange Rd, Blackrock",,Dublin,415000,Yes,No
"100 Rathmines Town Centre, Rathmines Rd Lower, Rathmines Dublin 6",Dublin 6,Dublin,118333,Yes,No
"101 Adamstown Way, Adamstown Square, Adamstown",,Dublin,295154,No,Yes
"11 Somerton Lawns, Newcastle Road, Lucan",,Dublin,312775,No,Yes
"11 The Gardens, Carrigmines Manor, Glenamuck Rd Dublin 18",Dublin 18,Dublin,275000,No,No
"11 The Place, Citywest Village, Citywest",Dublin 24,Dublin,281938,No,Yes
"111  Adamstown Way, Adamstwn Square, Adamstown",,Dublin,295154,No,Yes
"12 The Laurels, Butterfield Ave, Rathfarnham Dublin 14",Dublin 14,Dublin,270000,No,No
"13 Hollywoodrath Way, Hollystown, Dublin 15",Dublin 15,Dublin,299119,No,Yes
"13 Oldbridge Grove, Lucan, Dublin",,Dublin,340000,No,No
"14 Green View, Seabrook Manor, Station Rd",Dublin 13,Dublin,368000,No,No
"149 Kimmage Rd West, Kimmage, Dublin 12",Dublin 12,Dublin,450000,No,No
"15 Neilstown Dr, Clondalkin, Dublin 22",Dublin 22,Dublin,187912,No,No
"152 Glasanaon Rd, Finglas, Dublin 11",Dublin 11,Dublin,266500,No,No
"157 Limekiln Rd, Walkinstown, Dublin 12",Dublin 12,Dublin,275000,No,No
"16 Diswellstown Park, Castleknock, Dublin 15",Dublin 15,Dublin,458150,No,Yes
"16 Temple Lawns, North Wood, Santry Dublin 9",Dublin 9,Dublin,320000,No,No
"17 A Pinewood Drive, Glasnevin",Dublin 11,Dublin,173800,No,Yes
"175 Beaumont Rd, Beaumont, Dublin 9",Dublin 9,Dublin,275000,No,No
"2 Glebe Court, Deansgrange Rd, Blackrock",,Dublin,415000,Yes,No
"20 Hazelbury Park, Clonee, Dublin 15",Dublin 15,Dublin,355000,No,No
"20Allenton Rd, Tallaght, Dublin 24",Dublin 24,Dublin,218531,No,No
"21 Woodlands, Dublin 15, Dublin",Dublin 15,Dublin,350000,No,No
"216 Orwell Park Heights, Templeogue, Dublin 6W",,Dublin,440000,No,No
"22 Ashmount, Clonsilla, Dublin 15",Dublin 15,Dublin,260000,No,No
"22 Eden Ave, Rathfarnham, Dublin",Dublin 16,Dublin,500000,No,No
"22 Kilcross Road, Sandyford, Dublin 18",Dublin 18,Dublin,204000,Yes,No
"24 Loreto Row, Rathfarnham, Dublin 14",Dublin 14,Dublin,310000,No,No
"24 The Sycamore, Elmfield, Ballyogan Rd Dublin 18",Dublin 18,Dublin,405000,No,No
"248 Killinarden Estate, Tallaght Dublin 24, Dublin",Dublin 24,Dublin,245000,No,No
"26 Cedarview, Northwood, Santry Demesne",Dublin 9,Dublin,422906,No,Yes
"26 Mulgrave St, Dun Laoghaire, Dublin",,Dublin,750000,No,No
"27 Charlemont, Griffith Ave, Dublin 9",Dublin 9,Dublin,620000,No,No
"29 Lombard St West, Portobello, Dublin 8",Dublin 8,Dublin,795000,No,No
"3 Glebe Court, Deansgrange Rd, Blackrock",,Dublin,415000,Yes,No
"31 Rokeby Park, Lucan",,Dublin,700440,No,Yes
"35 Bramley View, Castleknock, Dublin 15",Dublin 15,Dublin,380000,No,No
"35 Harmonstown Rd, Artane, Dublin 5",Dublin 5,Dublin,321000,No,No
"35 Suncroft Dr, Jobstown, Tallaght Dublin 24",Dublin 24,Dublin,215000,No,No
"4 Gandon Lane, Kinsealy Wood, Chapel Road",,Dublin,406828,No,Yes
"4 Glebe Court, Deansgrange Road, Blackrock",,Dublin,415000,Yes,No
"4 Highland View, The Park, Cabinteely Dublin 18",Dublin 18,Dublin,222000,No,No
"4 Losset Hall, Belgard Sq West, Tallaght",Dublin 24,Dublin,205000,No,No
"40 Carrickbrack Heath, Sutton, Dublin",Dublin 13,Dublin,726000,No,No
"40 Oxmantown Rd, Dublin 7, Dublin",Dublin 7,Dublin,365000,No,No
"41 Liffey Crescent Lucan, Dublin",,Dublin,305000,No,No
"41 Warrenstown Dr, Blanchardstown, Dublin 15",Dublin 15,Dublin,220000,No,No
"42 Bridgewater Quay, Conyngham Rd, Islandbridge Dublin 8",Dublin 8,Dublin,305000,No,No
"42 Clifden Court, Ellis Quay, Dublin 7",Dublin 7,Dublin,290000,No,No
"43 Trinity Plaza, Tara St, Dublin 2",Dublin 2,Dublin,285000,No,No
"44 Corbally Heath, Westbrook Glen, Saggart",Dublin 24,Dublin,295000,No,No
"49 Garnish Sq, Waterville, Blanchardstown",Dublin 15,Dublin,226000,No,No
"5 Tower View Cottages, Glasnevin, Dublin 11",Dublin 11,Dublin,311000,No,No
"50 Beresford St, Dublin 7, Dublin",Dublin 7,Dublin,367000,No,No
"51 Marian Park, Baldoyle, Dublin 13",Dublin 13,Dublin,328000,No,No
"51 Oakcourt Park, Palmerstown Dublin 20, Dublin",Dublin 20,Dublin,285000,No,No
"52 Whitecliff, Whitechurch Rd, Rathfarnham Dublin 16",Dublin 16,Dublin,546000,No,No
"53 Arran Quay, Dublin 2",Dublin 2,Dublin,227500,No,No
"53 Brighton Wood, Brighton Road, Foxrock",,Dublin,726872,No,Yes
"54 Ballisk Court, Donebate, Co. Dublin",,Dublin,123500,No,No
"56 Shackleton House, Archers Wood, Dublin 15",Dublin 15,Dublin,220000,No,No
"6 Glebe Court, Deansgrange Rd, Blackrock",,Dublin,415000,Yes,No
"6 South Dock Place, Ringsend Dublin 4, Dublin",Dublin 4,Dublin,445000,No,No
"65 Laraghcon, Lucan, Dublin",,Dublin,520000,No,No
"67 Burleigh Court, Burlington Rd, Dublin 4",Dublin 4,Dublin,331000,No,No
"68 Edenmore Crescent, Raheny, Dublin 5",Dublin 5,Dublin,269000,No,No
"69  Palmerston  Rd, Rathmines, Dublin  6",Dublin 6,Dublin,1326000,No,No
"7 Birchfield Lawn, Goatstown, Dublin 14",Dublin 14,Dublin,595000,No,No
"7 Glebe Court, Deansgrange Rd, Blackrock",,Dublin,415000,Yes,No
"71 Sandymount Rd, Sandymount, Dublin 4",Dublin 4,Dublin,850000,No,No
"77 Greenville Place, Clan Brassil St, Dublin 8",Dublin 8,Dublin,280000,No,No
"8 Measc Dr, Artane, Dublin",Dublin 5,Dublin,302000,No,No
"8 Somerton Lawns, Newcastle Road, Lucan",,Dublin,308370,No,Yes
"87 The Hardwicke, Morning Star Avenue, North Brunswick St",,Dublin,240000,No,No
"89 Salthill, Seapoint Ave, Monkstown",,Dublin,725000,No,No
"9 Castlefield Hall, Clonsilla, Dublin 15",Dublin 15,Dublin,405286,No,Yes
"9 Jamess St North, North Strand, Dublin 3",Dublin 3,Dublin,288000,No,No
"9 Old Mountpleasant, Ranelagh, Mountpleasant Dublin 6",Dublin 6,Dublin,725000,No,No
"9 St Mobhi Grove, Glasnevin, Dublin 9",Dublin 9,Dublin,600000,No,No
"96 Cardiffsbridge Rd, Finglas West, Dublin 11",Dublin 11,Dublin,160000,No,No
"Apt 10, Glenalbyn Rd, Stillorgan",,Dublin,340000,No,No
"Apt 2, The Poplar, Grattan Wood Dublin 13",Dublin 13,Dublin,215000,Yes,No
"Caldragh, Saval Park Road, Dalkey",,Dublin,1908000,No,No
"Coolmine, Rathcoole, Dublin",Dublin 24,Dublin,490000,No,No
"Desmar, 15 Wyvern Estate, Killiney",,Dublin,615000,No,No
"Stone Villa, 297 North Circular Road, Phibsborough",Dublin 7,Dublin,1250000,No,No
"1 Black Heath Grove, Clontarf, Dublin 2",Dublin 3,Dublin,750000,No,No
"1 Neilstown Cottages, Ninth Lock Road, Clondalkin",,Dublin,200000,No,No
"1 The Crescent, Scholarstown Wood, Rathfarnham",Dublin 16,Dublin,612355,No,Yes
"107 Cedar Brook Walk, Cherry Orchard, Dublin 10",Dublin 10,Dublin,190000,No,No
"107 Oliver Plunkett Rd, Dun Laoghaire, Dublin",,Dublin,492000,No,No
"11 Finn St, Stoneybatter, Dublin 7",Dublin 7,Dublin,360000,No,No
"11 Turnpike, Santry Cross, Dublin 9",Dublin 9,Dublin,48333,Yes,No
"118 Palmerstown Dr, Palmerstown, Dublin 20",Dublin 20,Dublin,200000,Yes,No
"13 Academy Building, Parkwest, Dublin 12",Dublin 12,Dublin,73333,Yes,No
"15 Castlepark Residence, Castlepark Road, Sandycove",,Dublin,665000,No,No
"15 Cedar Hall, Millbrook Court, Milltown",,Dublin,472500,No,No
"15 Parkside Gardens, Parkside, Balgriffin",Dublin 13,Dublin,264317,No,Yes
"17 Castleknock Ave, Castleknock, Dublin 15",Dublin 15,Dublin,123333,Yes,No
"19 Goulding, Santry Cross, Dublin 11",Dublin 11,Dublin,53333,Yes,No
"19 Stella Avenue, Glasnevin, Dublin 9",Dublin 9,Dublin,330000,No,No
"2 Dalkey Grove, Dalkey, Co.Dublin",,Dublin,700000,No,No
"20 Willow Glen, Glenamuck Road, Carrickmines",,Dublin,391641,No,Yes
"24 Lanesborough Ave, Meakstown, Dublin 11",Dublin 11,Dublin,295000,No,No
"24A All Saints Road, Raheny, Dublin 5",Dublin 5,Dublin,550000,No,No
"24A All Saints Road, Raheny, Dublin 5",Dublin 5,Dublin,550000,No,No
"25 Rowlagh Crescent, Clondalkin, Dublin 22",Dublin 22,Dublin,225000,No,No
"26 Tolka, Prospect Hill, Tolka Estate Dublin 11",Dublin 11,Dublin,70000,Yes,No
"27 Grove Park Ave, Glasnevin, Dublin 11",Dublin 11,Dublin,478500,No,No
"28 Slievemore Road, Drimnagh, Dublin 12",Dublin 12,Dublin,210000,No,No
"3 Bramley Crescent, Castleknock, Dublin 15",Dublin 15,Dublin,390000,No,No
"30 Forge Avenue, The Forge, Lusk",,Dublin,281938,No,Yes
"30 Peyton Court, Rathcoole, Co Dublin",,Dublin,360000,No,No
"31 Hamilton Square, Bannow Road, Cabra",Dublin 9,Dublin,200000,No,Yes
"31 Johnsbridge Walk, Lucan, Dublin",,Dublin,350000,Yes,No
"36 Dargle, Prospect Hill, Finglas Rd Dublin 11",Dublin 11,Dublin,50000,Yes,No
"37 Merton Hall, Mount St Annes, Milltown Dublin 6",Dublin 6,Dublin,505000,No,No
"38 The Way, Hunters Run, Dublin 15",Dublin 15,Dublin,355000,Yes,No
"4 Rathmill Park, Rathmill Manor, Rathcoole",,Dublin,356828,No,Yes
"4 The Walk, Scholarstown Wood, Scholarstown Road",Dublin 16,Dublin,263798,No,Yes
"4 Watermeadow Park, Oldbawn, Tallaght Dublin 24",Dublin 24,Dublin,250000,Yes,No
"44 St. Helen'S Avenue, St. Helen'S, Adamstown",,Dublin,259912,No,Yes
"5 Spencer House, Custom House Sq, Mayor St Lower Dublin 1",Dublin 1,Dublin,4064100,No,No
"50 Ardsolus, Old Naas Road, Brownsbarn",,Dublin,343612,No,Yes
"52 Fforester Lawns, Ballydowd Manor, Lucan",,Dublin,250000,No,No
"59 Tolka, Prospect Hill, Tolka Estate Dublin 11",Dublin 11,Dublin,70000,Yes,No
"6  Rahillion Drive, Donabate, County Dublin",,Dublin,476000,No,No
"6 Finistere, Lower Main St, Rush",,Dublin,239000,No,No
"6 Hillcrest Green, Lucan, Co Dublin",,Dublin,333000,No,No
"6 Shackleton Place, Shackleton Park, Lucan",,Dublin,317181,No,Yes
"66 Shanard Ave, Santry, Dublin 9",Dublin 9,Dublin,370000,No,No
"7 Whitehall Park, Terenure, Dublin 12",Dublin 12,Dublin,450000,No,No
"8 Diswellstown Grove, Castleknock, Dublin 15",Dublin 15,Dublin,524229,No,Yes
"86 Meridian Court, Royal Canal Park, Ratoath Rd Dublin 15",Dublin 7,Dublin,262115,No,No
"89 Hill Of Down House, Spencer Dock, North Wall Dublin 1",Dublin 1,Dublin,435000,No,No
"90 The Paddocks Drive West, Adamstown, Lucan",,Dublin,240000,No,No
"95 Chapel Gate, Balbriggan, Dublin",,Dublin,240000,No,No
"96 The Rectory, Enniskerry Rd, Stepaside",Dublin 18,Dublin,285000,No,No
"Apt 1, 8 Chester Road, Rathmines",,Dublin,641000,No,No
"Apt 7, Beaumont Court, Beaumont",Dublin 9,Dublin,250000,No,No
"Ellistown, Ballyboughal, Dublin",,Dublin,695000,No,No
"No.4 Abbot Drive, Cualanor, Upper Glenageary Road",,Dublin,696326,No,Yes
"1 Shackleton Links, Shakleton Park, Lucan",,Dublin,308370,No,Yes
"11 Fernwood Ave, Springfield, Tallaght Dublin 24",Dublin 24,Dublin,260000,No,No
"11 Killakee Lawns, Firhouse, Dublin 24",Dublin 24,Dublin,377000,No,No
"118, Rutland Grove, Crumlin Dublin 12",Dublin 12,Dublin,182100,Yes,No
"12 Beech Hill Crescent, Donnybrook, Dublin 4",Dublin 4,Dublin,585000,No,No
"12 Onward Close, Portmarnock, Dublin",Dublin 13,Dublin,540000,No,No
"12 Phoenix St, The Ranch, Dublin 10",Dublin 10,Dublin,215000,No,No
"13 Parkside Gardens, Parkside, Balgriffin",Dublin 13,Dublin,374449,No,Yes
"135 Vernon Ave, Clontarf, Dublin 3",Dublin 3,Dublin,859000,No,No
"15 Rathgael, Deansrath, Clondalkin Dublin 22",Dublin 22,Dublin,156000,No,No
"159 Millpark, Old Nangor Rd, Clondalkin 22",Dublin 22,Dublin,210000,No,No
"163 Castleforbes Sq, Castleforbes Rd, Dublin",Dublin 1,Dublin,395000,No,No
"17 Brooklawn, Strandville Ave East, Clontarf Dublin 3",Dublin 3,Dublin,290000,No,No
"19 Ashton Close, Ashton Broc, Swords",,Dublin,263000,No,No
"19 Greenville Ave, South Circular Rd, Dublin 8",Dublin 8,Dublin,450000,No,No
"2 Cnoc Dubh Walk, Ballyboughal, Co Dublin",,Dublin,378855,No,Yes
"2 The Ropery, South Lotts Road",Dublin 4,Dublin,740088,No,Yes
"21 Farmhill Park, Goatstown, Dublin 14",Dublin 14,Dublin,540000,No,No
"26 Broadfield Green, Broadfield Manor, Rathcoole",,Dublin,372000,No,No
"261 Collinswood, Collins Ave, Dublin 9",Dublin 9,Dublin,400000,No,No
"28 Griffeen Glen Chase, Lucan, Dublin",,Dublin,335000,No,No
"3 Herbert House 22 Pembroke Rd, Ballsbridge, Dublin 4",Dublin 4,Dublin,370000,No,No
"3 Herbert Place, Irishtown, Dublin 4",Dublin 4,Dublin,482000,No,No
"3 The Ropery, South Lotts Road",Dublin 4,Dublin,740088,No,Yes
"315 Kilmainham Sq, Inchicore Rd, Kilmainham",Dublin 8,Dublin,362500,No,No
"31, Cherry Orchard Crescent, Cherry Orchard Dublin 10",Dublin 10,Dublin,80500,Yes,No
"33 The Kybe, Skerries, Dublin",,Dublin,312000,No,No
"35 The Mills, Castleknock, Dublin 15",Dublin 15,Dublin,270000,Yes,No
"37 Elm Rd, Donnycarney, Dublin 9",Dublin 9,Dublin,290000,No,No
"38 The Pines, Howth Rd, Killester Dublin 5",Dublin 5,Dublin,407000,No,No
"4 Somerton Lawns, Newcastle Road, Lucan",,Dublin,308370,No,Yes
"41 Londonbridge Rd, Sandymount, Dublin 4",Dublin 4,Dublin,635000,No,No
"44 Holywell Rise, Swords, Dublin",,Dublin,116272,No,No
"47 Tullyhall Drive, Lucan",,Dublin,317179,No,Yes
"49 Ardsolus, Brownsbarn, Co. Dublin",,Dublin,303965,No,Yes
"5 Glenbower Park, Churchtown, Dublin 14",Dublin 14,Dublin,920000,No,No
"52 Castaheany, Clonee, Dublin 15",Dublin 15,Dublin,310000,No,No
"6 Ashton Ave, Ashton Broc, Swords",,Dublin,231000,No,No
"6 Castleland Court, Balbriggan, Dublin",,Dublin,195000,No,No
"6 Gandon Lane, Kinsealy Woods, Chapel Road",,Dublin,411233,No,Yes
"65 Boroimhe Hazel, Swords, Dublin",,Dublin,250000,No,No
"66 Wilford Court, Corke Abbey Ave, Bray",,Dublin,335000,No,No
"7 Somerton Lawns, Newcastle Road, Lucan",,Dublin,299559,No,Yes
"7B Woodley Rd, Dun Laoghaire, Dublin",,Dublin,710000,No,No
"8 Park Crescent, Hansfield Wood, Hansfield",Dublin 15,Dublin,339207,No,Yes
"8 The Place, Citywest Village, Citywest",Dublin 24,Dublin,286344,No,Yes
"Apt 1, 118 Emmet Rd, Dublin 8",Dublin 15,Dublin,220000,No,No
"Apt 1, 65 Thomas St, Dublin 8",Dublin 8,Dublin,235000,No,No
"Apt 31 Wynnefield House, 26 Charleville Rd, Rathmines Dublin 6",Dublin 6,Dublin,325000,No,No
"Apt 8, 61 Cork St, Dublin 8",Dublin 8,Dublin,185000,No,No
"Apt 9 Raheny Wood, 73 Raheny Rd, Dublin 5",Dublin 5,Dublin,320000,No,No
"Collegeland, Rathcoole, Dublin",Dublin 24,Dublin,350000,No,No
"St Goretti, Dublin Rd, Bray",,Dublin,527000,No,No
"1 Northumberlands, Mount St, Dublin 4",Dublin 2,Dublin,335000,No,No
"1 The Park Boulevard, Tyrellstown, Dublin 15",,Dublin,120000,No,No
"10 Parkside Gardens, Parkside, Balgriffin",Dublin 13,Dublin,400880,No,Yes
"10 Warrenstown Way, Blanchardstown Heath, Dublin 15",Dublin 15,Dublin,225000,No,No
"122  Merrion Grove, Stillorgan, Dublin",,Dublin,365000,No,No
